seqname,source,feature,start,end,score,strand,frame,attribute,CRT
Bd2,phytozome9_0,gene,19960366,19962573,.,+,.,Bradi2g22440,0
Bd2,phytozome9_0,gene,19967734,19968457,.,-,.,Bradi2g22450,0
Bd2,phytozome9_0,gene,19972963,19975588,.,-,.,Bradi2g22460,2
Bd2,phytozome9_0,gene,19975898,19986785,.,-,.,Bradi2g22470,0
Bd2,phytozome9_0,gene,19989628,19990969,.,-,.,Bradi2g22480,1
Bd2,phytozome9_0,gene,19995250,19997611,.,+,.,Bradi2g22490,1
Bd2,phytozome9_0,gene,19999692,20002348,.,-,.,Bradi2g22500,0
Bd2,phytozome9_0,gene,20008622,20009215,.,+,.,Bradi2g22510,0
Bd2,phytozome9_0,gene,20020494,20022433,.,-,.,Bradi2g22520,1
Bd2,phytozome9_0,gene,20028121,20029593,.,+,.,Bradi2g22530,2
Bd2,phytozome9_0,gene,20043585,20047958,.,+,.,Bradi2g22540,0
Bd2,phytozome9_0,gene,20049019,20053115,.,+,.,Bradi2g22550,2
Bd2,phytozome9_0,gene,20072141,20072777,.,-,.,Bradi2g22560,1
Bd2,phytozome9_0,gene,20078732,20079499,.,+,.,Bradi2g22570,1
Bd2,phytozome9_0,gene,20091252,20102387,.,-,.,Bradi2g22580,1
Bd2,phytozome9_0,gene,20105432,20106438,.,+,.,Bradi2g22590,1
Bd2,phytozome9_0,gene,20121355,20121758,.,-,.,Bradi2g22600,0
Bd2,phytozome9_0,gene,20126413,20131370,.,+,.,Bradi2g22610,0
Bd2,phytozome9_0,gene,20130417,20132747,.,-,.,Bradi2g22620,1
Bd2,phytozome9_0,gene,20134573,20138089,.,+,.,Bradi2g22630,0
Bd2,phytozome9_0,gene,20143288,20145603,.,-,.,Bradi2g22640,0
Bd2,phytozome9_0,gene,20153317,20153874,.,-,.,Bradi2g22650,1
Bd2,phytozome9_0,gene,20167592,20168362,.,+,.,Bradi2g22660,1
Bd2,phytozome9_0,gene,20168639,20171672,.,-,.,Bradi2g22670,0
Bd2,phytozome9_0,gene,20176574,20185231,.,-,.,Bradi2g22680,1
Bd2,phytozome9_0,gene,20188006,20189378,.,+,.,Bradi2g22690,1
Bd2,phytozome9_0,gene,20199121,20200029,.,-,.,Bradi2g22700,2
Bd2,phytozome9_0,gene,20201901,20203788,.,-,.,Bradi2g22710,3
Bd2,phytozome9_0,gene,20221404,20222351,.,+,.,Bradi2g22720,0
Bd2,phytozome9_0,gene,20232844,20235338,.,-,.,Bradi2g22730,0
Bd2,phytozome9_0,gene,20236006,20240232,.,-,.,Bradi2g22740,1
Bd2,phytozome9_0,gene,20263728,20269410,.,+,.,Bradi2g22750,0
Bd2,phytozome9_0,gene,20276563,20281772,.,+,.,Bradi2g22760,0
Bd2,phytozome9_0,gene,20282758,20284832,.,-,.,Bradi2g22770,2
Bd2,phytozome9_0,gene,20288348,20290299,.,+,.,Bradi2g22780,2
Bd2,phytozome9_0,gene,20290703,20291473,.,-,.,Bradi2g22790,1
Bd2,phytozome9_0,gene,20303965,20305325,.,+,.,Bradi2g22800,2
Bd2,phytozome9_0,gene,20316509,20320295,.,+,.,Bradi2g22810,0
Bd2,phytozome9_0,gene,20321839,20326145,.,-,.,Bradi2g22820,0
Bd2,phytozome9_0,gene,20337977,20338279,.,+,.,Bradi2g22830,0
Bd2,phytozome9_0,gene,20343402,20346246,.,-,.,Bradi2g22840,0
Bd2,phytozome9_0,gene,20353996,20361977,.,+,.,Bradi2g22850,0
Bd2,phytozome9_0,gene,20362456,20363950,.,-,.,Bradi2g22860,0
Bd2,phytozome9_0,gene,20369190,20372294,.,-,.,Bradi2g22870,1
Bd2,phytozome9_0,gene,20374384,20374901,.,+,.,Bradi2g22880,0
Bd2,phytozome9_0,gene,20380491,20380706,.,+,.,Bradi2g22890,1
Bd2,phytozome9_0,gene,20386963,20388983,.,+,.,Bradi2g22897,1
Bd2,phytozome9_0,gene,20433834,20441866,.,-,.,Bradi2g22907,1
Bd2,phytozome9_0,gene,20464162,20466016,.,+,.,Bradi2g22920,3
Bd2,phytozome9_0,gene,20508566,20516727,.,+,.,Bradi2g22927,1
Bd2,phytozome9_0,gene,20519600,20524162,.,+,.,Bradi2g22940,1
Bd2,phytozome9_0,gene,20523380,20529081,.,-,.,Bradi2g22950,0
Bd2,phytozome9_0,gene,20534484,20536942,.,-,.,Bradi2g22960,0
Bd2,phytozome9_0,gene,20547622,20549313,.,+,.,Bradi2g22967,0
Bd2,phytozome9_0,gene,20558375,20558716,.,-,.,Bradi2g22980,0
Bd2,phytozome9_0,gene,20568795,20569639,.,+,.,Bradi2g22990,0
Bd2,phytozome9_0,gene,20575816,20576408,.,+,.,Bradi2g23010,0
Bd2,phytozome9_0,gene,20576980,20585692,.,+,.,Bradi2g23017,0
Bd2,phytozome9_0,gene,20586998,20590222,.,-,.,Bradi2g23027,1
Bd2,phytozome9_0,gene,20596449,20603434,.,+,.,Bradi2g23040,2
Bd2,phytozome9_0,gene,20606648,20607745,.,+,.,Bradi2g23050,0
Bd2,phytozome9_0,gene,20622498,20623596,.,+,.,Bradi2g23060,0
Bd2,phytozome9_0,gene,20625028,20629084,.,-,.,Bradi2g23070,3
Bd2,phytozome9_0,gene,20638955,20639582,.,-,.,Bradi2g23080,0
Bd2,phytozome9_0,gene,20655706,20656287,.,+,.,Bradi2g23090,0
Bd2,phytozome9_0,gene,20661662,20662516,.,-,.,Bradi2g23100,2
Bd2,phytozome9_0,gene,20680535,20682729,.,+,.,Bradi2g23110,2
Bd2,phytozome9_0,gene,20684341,20687687,.,+,.,Bradi2g23120,1
Bd2,phytozome9_0,gene,20687949,20691164,.,+,.,Bradi2g23130,1
Bd2,phytozome9_0,gene,20692744,20693037,.,-,.,Bradi2g23140,0
Bd2,phytozome9_0,gene,20704291,20706963,.,+,.,Bradi2g23150,1
Bd2,phytozome9_0,gene,20707412,20708079,.,+,.,Bradi2g23160,2
Bd2,phytozome9_0,gene,20709774,20710528,.,+,.,Bradi2g23170,1
Bd2,phytozome9_0,gene,20711518,20714480,.,+,.,Bradi2g23180,0
Bd2,phytozome9_0,gene,20731460,20735582,.,-,.,Bradi2g23187,0
Bd2,phytozome9_0,gene,20759990,20762414,.,+,.,Bradi2g23200,0
Bd2,phytozome9_0,gene,20762883,20765346,.,+,.,Bradi2g23207,0
Bd2,phytozome9_0,gene,20766089,20769509,.,+,.,Bradi2g23220,2
Bd2,phytozome9_0,gene,20769204,20769647,.,-,.,Bradi2g23230,1
Bd2,phytozome9_0,gene,20779638,20783006,.,-,.,Bradi2g23240,0
Bd2,phytozome9_0,gene,20789638,20793184,.,+,.,Bradi2g23250,0
Bd2,phytozome9_0,gene,20796383,20798125,.,-,.,Bradi2g23260,0
Bd2,phytozome9_0,gene,20814037,20815491,.,-,.,Bradi2g23270,0
Bd2,phytozome9_0,gene,20817797,20823369,.,-,.,Bradi2g23277,0
Bd2,phytozome9_0,gene,20826165,20830049,.,-,.,Bradi2g23290,1
Bd2,phytozome9_0,gene,20834184,20835254,.,-,.,Bradi2g23300,1
Bd2,phytozome9_0,gene,20860963,20865216,.,+,.,Bradi2g23310,1
Bd2,phytozome9_0,gene,20875244,20889681,.,+,.,Bradi2g23315,0
Bd2,phytozome9_0,gene,20890983,20894292,.,+,.,Bradi2g23320,1
Bd2,phytozome9_0,gene,20907877,20915079,.,+,.,Bradi2g23330,1
Bd2,phytozome9_0,gene,20917579,20918454,.,+,.,Bradi2g23340,1
Bd2,phytozome9_0,gene,20936620,20938908,.,-,.,Bradi2g23350,0
Bd2,phytozome9_0,gene,20940860,20946616,.,-,.,Bradi2g23357,1
Bd2,phytozome9_0,gene,20953793,20956245,.,+,.,Bradi2g23370,1
Bd2,phytozome9_0,gene,20961503,20964247,.,+,.,Bradi2g23380,0
Bd2,phytozome9_0,gene,20964458,20967740,.,-,.,Bradi2g23390,0
Bd2,phytozome9_0,gene,20969724,20971645,.,+,.,Bradi2g23400,0
Bd2,phytozome9_0,gene,20981237,20981512,.,-,.,Bradi2g23410,0
Bd2,phytozome9_0,gene,20990695,20993548,.,-,.,Bradi2g23420,2
Bd2,phytozome9_0,gene,21001670,21005672,.,+,.,Bradi2g23430,1
Bd2,phytozome9_0,gene,21006483,21006978,.,-,.,Bradi2g23440,1
Bd2,phytozome9_0,gene,21017706,21020308,.,-,.,Bradi2g23450,0
Bd2,phytozome9_0,gene,21022717,21025608,.,+,.,Bradi2g23460,0
Bd2,phytozome9_0,gene,21026497,21027992,.,+,.,Bradi2g23470,0
Bd2,phytozome9_0,gene,21028087,21031461,.,-,.,Bradi2g23480,1
Bd2,phytozome9_0,gene,21033299,21036783,.,+,.,Bradi2g23490,1
Bd2,phytozome9_0,gene,21037060,21040934,.,-,.,Bradi2g23500,0
Bd2,phytozome9_0,gene,21054055,21061956,.,+,.,Bradi2g23507,1
Bd2,phytozome9_0,gene,21063975,21065878,.,-,.,Bradi2g23520,2
Bd2,phytozome9_0,gene,21073818,21078165,.,-,.,Bradi2g23530,1
Bd2,phytozome9_0,gene,21112548,21115615,.,+,.,Bradi2g23540,2
Bd2,phytozome9_0,gene,21115841,21119564,.,-,.,Bradi2g23550,2
Bd2,phytozome9_0,gene,21127293,21129964,.,-,.,Bradi2g23560,1
Bd2,phytozome9_0,gene,21133701,21138087,.,+,.,Bradi2g23570,0
Bd2,phytozome9_0,gene,21150391,21152632,.,+,.,Bradi2g23580,1
Bd2,phytozome9_0,gene,21158094,21161359,.,+,.,Bradi2g23590,1
Bd2,phytozome9_0,gene,21170082,21174365,.,+,.,Bradi2g23597,4
Bd2,phytozome9_0,gene,21175261,21178379,.,-,.,Bradi2g23610,0
Bd2,phytozome9_0,gene,21184475,21199664,.,-,.,Bradi2g23620,0
Bd2,phytozome9_0,gene,21200409,21205854,.,+,.,Bradi2g23630,0
Bd2,phytozome9_0,gene,21216648,21223234,.,+,.,Bradi2g23640,0
Bd2,phytozome9_0,gene,21251555,21255766,.,-,.,Bradi2g23650,0
Bd2,phytozome9_0,gene,21265683,21267317,.,-,.,Bradi2g23660,0
Bd2,phytozome9_0,gene,21334529,21336046,.,-,.,Bradi2g23670,1
Bd2,phytozome9_0,gene,21336403,21339662,.,+,.,Bradi2g23680,0
Bd2,phytozome9_0,gene,21339746,21343257,.,-,.,Bradi2g23690,0
Bd2,phytozome9_0,gene,21372649,21374767,.,-,.,Bradi2g23700,1
Bd2,phytozome9_0,gene,21405048,21406090,.,+,.,Bradi2g23710,1
Bd2,phytozome9_0,gene,21415041,21420421,.,-,.,Bradi2g23720,0
Bd2,phytozome9_0,gene,21425917,21429363,.,-,.,Bradi2g23730,0
Bd2,phytozome9_0,gene,21450121,21452331,.,+,.,Bradi2g23740,1
Bd2,phytozome9_0,gene,21465832,21467889,.,+,.,Bradi2g23750,0
Bd2,phytozome9_0,gene,21473326,21474165,.,-,.,Bradi2g23760,1
Bd2,phytozome9_0,gene,21525812,21526509,.,+,.,Bradi2g23770,0
Bd2,phytozome9_0,gene,21530809,21532706,.,+,.,Bradi2g23780,0
Bd2,phytozome9_0,gene,21538820,21544307,.,+,.,Bradi2g23790,1
Bd2,phytozome9_0,gene,21550056,21559543,.,+,.,Bradi2g23797,2
Bd2,phytozome9_0,gene,21560174,21563153,.,-,.,Bradi2g23810,1
Bd2,phytozome9_0,gene,21577842,21580381,.,-,.,Bradi2g23820,0
Bd2,phytozome9_0,gene,21582271,21585195,.,-,.,Bradi2g23830,2
Bd2,phytozome9_0,gene,21589231,21591486,.,-,.,Bradi2g23837,1
Bd2,phytozome9_0,gene,21612596,21615107,.,-,.,Bradi2g23850,2
Bd2,phytozome9_0,gene,21616619,21619588,.,-,.,Bradi2g23860,1
Bd2,phytozome9_0,gene,21626718,21628804,.,-,.,Bradi2g23870,0
Bd2,phytozome9_0,gene,21641630,21644313,.,-,.,Bradi2g23880,0
Bd2,phytozome9_0,gene,21649234,21654211,.,-,.,Bradi2g23890,0
Bd2,phytozome9_0,gene,21660873,21664593,.,+,.,Bradi2g23900,0
Bd2,phytozome9_0,gene,21665290,21667254,.,-,.,Bradi2g23910,0
Bd2,phytozome9_0,gene,21677285,21681663,.,+,.,Bradi2g23920,0
Bd2,phytozome9_0,gene,21682172,21683967,.,+,.,Bradi2g23930,1
Bd2,phytozome9_0,gene,21685374,21688173,.,+,.,Bradi2g23940,1
Bd2,phytozome9_0,gene,21689428,21694681,.,+,.,Bradi2g23950,0
Bd2,phytozome9_0,gene,21695157,21695660,.,+,.,Bradi2g23960,0
Bd2,phytozome9_0,gene,21723346,21724501,.,+,.,Bradi2g23967,1
Bd2,phytozome9_0,gene,21741360,21742097,.,+,.,Bradi2g23980,0
Bd2,phytozome9_0,gene,21754014,21754403,.,+,.,Bradi2g23990,3
Bd2,phytozome9_0,gene,21766302,21766937,.,-,.,Bradi2g24000,2
Bd2,phytozome9_0,gene,21774902,21785084,.,-,.,Bradi2g24010,0
Bd2,phytozome9_0,gene,21804748,21807073,.,+,.,Bradi2g24020,1
Bd2,phytozome9_0,gene,21808288,21810790,.,+,.,Bradi2g24030,1
Bd2,phytozome9_0,gene,21812652,21813686,.,-,.,Bradi2g24040,0
Bd2,phytozome9_0,gene,21824586,21826202,.,-,.,Bradi2g24050,1
Bd2,phytozome9_0,gene,21853457,21855135,.,+,.,Bradi2g24060,0
Bd2,phytozome9_0,gene,21872198,21875530,.,+,.,Bradi2g24070,1
Bd2,phytozome9_0,gene,21877291,21878055,.,+,.,Bradi2g24080,0
Bd2,phytozome9_0,gene,21879910,21882617,.,+,.,Bradi2g24090,0
Bd2,phytozome9_0,gene,21905153,21906902,.,-,.,Bradi2g24100,1
Bd2,phytozome9_0,gene,21923170,21926523,.,+,.,Bradi2g24110,0
Bd2,phytozome9_0,gene,21981310,21984976,.,-,.,Bradi2g24120,0
Bd2,phytozome9_0,gene,21986986,21990113,.,+,.,Bradi2g24130,3
Bd2,phytozome9_0,gene,21991063,21991917,.,+,.,Bradi2g24140,1
Bd2,phytozome9_0,gene,21995681,22001369,.,+,.,Bradi2g24150,0
Bd2,phytozome9_0,gene,22003443,22008605,.,-,.,Bradi2g24160,4
Bd2,phytozome9_0,gene,22011630,22012545,.,-,.,Bradi2g24170,0
Bd2,phytozome9_0,gene,22013391,22013702,.,-,.,Bradi2g24180,1
Bd2,phytozome9_0,gene,22026515,22031265,.,-,.,Bradi2g24190,1
Bd2,phytozome9_0,gene,22058199,22061516,.,+,.,Bradi2g24197,0
Bd2,phytozome9_0,gene,22067814,22075777,.,-,.,Bradi2g24210,1
Bd2,phytozome9_0,gene,22080046,22082519,.,+,.,Bradi2g24220,0
Bd2,phytozome9_0,gene,22083477,22083797,.,+,.,Bradi2g24230,2
Bd2,phytozome9_0,gene,22084449,22086008,.,-,.,Bradi2g24240,0
Bd2,phytozome9_0,gene,22088967,22093454,.,+,.,Bradi2g24250,0
Bd2,phytozome9_0,gene,22095582,22100912,.,+,.,Bradi2g24255,1
Bd2,phytozome9_0,gene,22105175,22107088,.,+,.,Bradi2g24260,0
Bd2,phytozome9_0,gene,22107722,22114464,.,+,.,Bradi2g24270,0
Bd2,phytozome9_0,gene,22114529,22116204,.,-,.,Bradi2g24280,0
Bd2,phytozome9_0,gene,22116978,22120294,.,-,.,Bradi2g24290,0
Bd2,phytozome9_0,gene,22121697,22125423,.,+,.,Bradi2g24300,0
Bd2,phytozome9_0,gene,22125649,22128122,.,-,.,Bradi2g24310,1
Bd2,phytozome9_0,gene,22132424,22132909,.,-,.,Bradi2g24320,1
Bd2,phytozome9_0,gene,22149418,22153054,.,+,.,Bradi2g24327,0
Bd2,phytozome9_0,gene,22154520,22157354,.,+,.,Bradi2g24340,0
Bd2,phytozome9_0,gene,22158023,22160796,.,+,.,Bradi2g24350,1
Bd2,phytozome9_0,gene,22160970,22162889,.,-,.,Bradi2g24360,1
Bd2,phytozome9_0,gene,22168059,22170736,.,+,.,Bradi2g24370,1
Bd2,phytozome9_0,gene,22170791,22177581,.,-,.,Bradi2g24380,2
Bd2,phytozome9_0,gene,22180381,22184962,.,-,.,Bradi2g24390,1
Bd2,phytozome9_0,gene,22201924,22202989,.,+,.,Bradi2g24400,1
Bd2,phytozome9_0,gene,22215715,22218704,.,+,.,Bradi2g24410,2
Bd2,phytozome9_0,gene,22220717,22221767,.,+,.,Bradi2g24420,1
Bd2,phytozome9_0,gene,22226744,22230068,.,+,.,Bradi2g24430,0
Bd2,phytozome9_0,gene,22229670,22229858,.,-,.,Bradi2g24435,1
Bd2,phytozome9_0,gene,22269508,22272504,.,+,.,Bradi2g24440,0
Bd2,phytozome9_0,gene,22286741,22292604,.,+,.,Bradi2g24450,0
Bd2,phytozome9_0,gene,22295760,22298397,.,+,.,Bradi2g24460,0
Bd2,phytozome9_0,gene,22337401,22337902,.,+,.,Bradi2g24470,0
Bd2,phytozome9_0,gene,22469375,22478926,.,+,.,Bradi2g24670,2
Bd2,phytozome9_0,gene,22484557,22487891,.,+,.,Bradi2g24680,2
Bd2,phytozome9_0,gene,22497596,22501310,.,+,.,Bradi2g24690,1
Bd2,phytozome9_0,gene,22501892,22503910,.,+,.,Bradi2g24700,1
Bd2,phytozome9_0,gene,22508032,22509533,.,-,.,Bradi2g24710,0
Bd2,phytozome9_0,gene,22518167,22518427,.,-,.,Bradi2g24715,2
Bd2,phytozome9_0,gene,22528302,22528862,.,-,.,Bradi2g24720,0
Bd2,phytozome9_0,gene,22530453,22531444,.,-,.,Bradi2g24730,3
Bd2,phytozome9_0,gene,22554282,22558396,.,+,.,Bradi2g24737,0
Bd2,phytozome9_0,gene,22559459,22564261,.,-,.,Bradi2g24750,1
Bd2,phytozome9_0,gene,22584859,22585808,.,+,.,Bradi2g24760,1
Bd2,phytozome9_0,gene,22586309,22588182,.,+,.,Bradi2g24770,1
Bd2,phytozome9_0,gene,22594202,22596653,.,-,.,Bradi2g24780,0
Bd2,phytozome9_0,gene,22596617,22600811,.,+,.,Bradi2g24790,2
Bd2,phytozome9_0,gene,22612798,22614706,.,-,.,Bradi2g24800,0
Bd2,phytozome9_0,gene,22621477,22621892,.,-,.,Bradi2g24810,1
Bd2,phytozome9_0,gene,22623128,22624066,.,-,.,Bradi2g24820,0
Bd2,phytozome9_0,gene,22625007,22625526,.,-,.,Bradi2g24830,0
Bd2,phytozome9_0,gene,22632516,22633298,.,-,.,Bradi2g24840,0
Bd2,phytozome9_0,gene,22641276,22643837,.,+,.,Bradi2g24850,0
Bd2,phytozome9_0,gene,22645629,22650281,.,-,.,Bradi2g24860,2
Bd2,phytozome9_0,gene,22662282,22666861,.,+,.,Bradi2g24870,1
Bd2,phytozome9_0,gene,22673558,22677628,.,+,.,Bradi2g24880,1
Bd2,phytozome9_0,gene,22682347,22700080,.,+,.,Bradi2g24890,1
Bd2,phytozome9_0,gene,22704238,22705186,.,+,.,Bradi2g24900,1
Bd2,phytozome9_0,gene,22707028,22709104,.,-,.,Bradi2g24910,2
Bd2,phytozome9_0,gene,22714683,22716194,.,-,.,Bradi2g24920,1
Bd2,phytozome9_0,gene,22734128,22736150,.,+,.,Bradi2g24930,1
Bd2,phytozome9_0,gene,22736261,22738604,.,-,.,Bradi2g24940,0
Bd2,phytozome9_0,gene,22739581,22743891,.,-,.,Bradi2g24950,0
Bd2,phytozome9_0,gene,22755452,22766560,.,+,.,Bradi2g24957,0
Bd2,phytozome9_0,gene,22766892,22771359,.,+,.,Bradi2g24967,1
Bd2,phytozome9_0,gene,22782139,22784618,.,+,.,Bradi2g24980,1
Bd2,phytozome9_0,gene,22790679,22792895,.,-,.,Bradi2g24987,2
Bd2,phytozome9_0,gene,22796236,22796808,.,-,.,Bradi2g25000,0
Bd2,phytozome9_0,gene,22801174,22802013,.,-,.,Bradi2g25010,2
Bd2,phytozome9_0,gene,22804006,22813884,.,-,.,Bradi2g25017,1
Bd2,phytozome9_0,gene,22826298,22829167,.,-,.,Bradi2g25030,2
Bd2,phytozome9_0,gene,22832911,22838821,.,-,.,Bradi2g25040,1
Bd2,phytozome9_0,gene,22846421,22847117,.,+,.,Bradi2g25050,1
Bd2,phytozome9_0,gene,22849000,22852030,.,-,.,Bradi2g25060,2
Bd2,phytozome9_0,gene,22886756,22889998,.,-,.,Bradi2g25070,1
Bd2,phytozome9_0,gene,22906847,22910198,.,+,.,Bradi2g25080,0
Bd2,phytozome9_0,gene,22913655,22917957,.,+,.,Bradi2g25090,0
Bd2,phytozome9_0,gene,22949811,22954719,.,+,.,Bradi2g25097,2
Bd2,phytozome9_0,gene,23003560,23005663,.,-,.,Bradi2g25110,1
Bd2,phytozome9_0,gene,23021685,23028243,.,-,.,Bradi2g25120,1
Bd2,phytozome9_0,gene,23041969,23044525,.,+,.,Bradi2g25130,0
Bd2,phytozome9_0,gene,23046578,23047900,.,-,.,Bradi2g25140,0
Bd2,phytozome9_0,gene,23058848,23061292,.,+,.,Bradi2g25150,0
Bd2,phytozome9_0,gene,23074886,23081905,.,+,.,Bradi2g25160,0
Bd2,phytozome9_0,gene,23082806,23083668,.,-,.,Bradi2g25170,0
Bd2,phytozome9_0,gene,23087085,23089372,.,+,.,Bradi2g25180,0
Bd2,phytozome9_0,gene,23093741,23098873,.,+,.,Bradi2g25190,0
Bd2,phytozome9_0,gene,23099996,23108253,.,-,.,Bradi2g25200,1
Bd2,phytozome9_0,gene,23113943,23119270,.,-,.,Bradi2g25210,0
Bd2,phytozome9_0,gene,23149325,23149597,.,+,.,Bradi2g25220,0
Bd2,phytozome9_0,gene,23152959,23153399,.,-,.,Bradi2g25227,0
Bd2,phytozome9_0,gene,23156053,23159275,.,-,.,Bradi2g25240,0
Bd2,phytozome9_0,gene,23163361,23165051,.,-,.,Bradi2g25250,0
Bd2,phytozome9_0,gene,23167527,23172934,.,-,.,Bradi2g25260,1
Bd2,phytozome9_0,gene,23209930,23210724,.,+,.,Bradi2g25270,3
Bd2,phytozome9_0,gene,23221492,23224240,.,+,.,Bradi2g25280,0
Bd2,phytozome9_0,gene,23225919,23229537,.,-,.,Bradi2g25285,0
Bd2,phytozome9_0,gene,23227011,23229533,.,-,.,Bradi2g25290,0
Bd2,phytozome9_0,gene,23234057,23236214,.,-,.,Bradi2g25300,0
Bd2,phytozome9_0,gene,23236815,23242436,.,-,.,Bradi2g25310,0
Bd2,phytozome9_0,gene,23251571,23255020,.,+,.,Bradi2g25320,0
Bd2,phytozome9_0,gene,23255894,23259449,.,-,.,Bradi2g25327,1
Bd2,phytozome9_0,gene,23267406,23269685,.,+,.,Bradi2g25340,1
Bd2,phytozome9_0,gene,23274463,23277996,.,+,.,Bradi2g25350,0
Bd2,phytozome9_0,gene,23282726,23285958,.,-,.,Bradi2g25360,0
Bd2,phytozome9_0,gene,23293796,23296252,.,-,.,Bradi2g25370,1
Bd2,phytozome9_0,gene,23342438,23343785,.,-,.,Bradi2g25372,0
Bd2,phytozome9_0,gene,23348820,23350236,.,-,.,Bradi2g25374,0
Bd2,phytozome9_0,gene,23357223,23358133,.,+,.,Bradi2g25376,1
Bd2,phytozome9_0,gene,23393112,23394092,.,+,.,Bradi2g25380,0
Bd2,phytozome9_0,gene,23411410,23415464,.,-,.,Bradi2g25390,0
Bd2,phytozome9_0,gene,23426305,23429795,.,+,.,Bradi2g25400,0
Bd2,phytozome9_0,gene,23430106,23442228,.,+,.,Bradi2g25410,0
Bd2,phytozome9_0,gene,23460776,23465926,.,+,.,Bradi2g25417,0
Bd2,phytozome9_0,gene,23470265,23472483,.,-,.,Bradi2g25430,1
Bd2,phytozome9_0,gene,23480845,23482074,.,+,.,Bradi2g25440,2
Bd2,phytozome9_0,gene,23485788,23489791,.,+,.,Bradi2g25450,0
Bd2,phytozome9_0,gene,23507813,23510756,.,+,.,Bradi2g25460,0
Bd2,phytozome9_0,gene,23528557,23530069,.,-,.,Bradi2g25470,0
Bd2,phytozome9_0,gene,23536758,23537951,.,-,.,Bradi2g25480,1
Bd2,phytozome9_0,gene,23557857,23559711,.,+,.,Bradi2g25490,0
Bd2,phytozome9_0,gene,23563004,23568195,.,-,.,Bradi2g25500,0
Bd2,phytozome9_0,gene,23570659,23573658,.,-,.,Bradi2g25507,0
Bd2,phytozome9_0,gene,23577373,23583057,.,-,.,Bradi2g25520,1
Bd2,phytozome9_0,gene,23586546,23595708,.,-,.,Bradi2g25527,0
Bd2,phytozome9_0,gene,23603834,23605910,.,+,.,Bradi2g25540,2
Bd2,phytozome9_0,gene,23616189,23620444,.,+,.,Bradi2g25550,0
Bd2,phytozome9_0,gene,23638203,23638877,.,+,.,Bradi2g25560,1
Bd2,phytozome9_0,gene,23662021,23665581,.,+,.,Bradi2g25570,1
Bd2,phytozome9_0,gene,23666234,23676756,.,-,.,Bradi2g25580,2
Bd2,phytozome9_0,gene,23681698,23688282,.,+,.,Bradi2g25590,2
Bd2,phytozome9_0,gene,23702801,23705348,.,-,.,Bradi2g25600,0
Bd2,phytozome9_0,gene,23718291,23726336,.,+,.,Bradi2g25610,1
Bd2,phytozome9_0,gene,23737332,23739147,.,-,.,Bradi2g25620,1
Bd2,phytozome9_0,gene,23754356,23758277,.,+,.,Bradi2g25630,0
Bd2,phytozome9_0,gene,23758536,23761389,.,-,.,Bradi2g25640,0
Bd2,phytozome9_0,gene,23763223,23774612,.,+,.,Bradi2g25650,0
Bd2,phytozome9_0,gene,23776007,23776897,.,+,.,Bradi2g25660,0
Bd2,phytozome9_0,gene,23787065,23787406,.,+,.,Bradi2g25670,1
Bd2,phytozome9_0,gene,23791378,23798473,.,-,.,Bradi2g25677,1
Bd2,phytozome9_0,gene,23866764,23867273,.,+,.,Bradi2g25690,0
Bd2,phytozome9_0,gene,23883468,23886067,.,+,.,Bradi2g25700,3
Bd2,phytozome9_0,gene,23887082,23889961,.,+,.,Bradi2g25710,1
Bd2,phytozome9_0,gene,23892220,23892645,.,-,.,Bradi2g25720,0
Bd2,phytozome9_0,gene,23899668,23903886,.,+,.,Bradi2g25730,0
Bd2,phytozome9_0,gene,23906158,23921663,.,+,.,Bradi2g25745,0
Bd2,phytozome9_0,gene,23930535,23932061,.,+,.,Bradi2g25760,1
Bd2,phytozome9_0,gene,23941930,23943294,.,+,.,Bradi2g25770,0
Bd2,phytozome9_0,gene,23954586,23956607,.,+,.,Bradi2g25777,1
Bd2,phytozome9_0,gene,23989774,23990505,.,+,.,Bradi2g25790,1
Bd2,phytozome9_0,gene,24026598,24030067,.,+,.,Bradi2g25800,0
Bd2,phytozome9_0,gene,24030873,24033188,.,+,.,Bradi2g25807,0
Bd2,phytozome9_0,gene,24034188,24037794,.,-,.,Bradi2g25820,1
Bd2,phytozome9_0,gene,24040069,24041776,.,-,.,Bradi2g25830,0
Bd2,phytozome9_0,gene,24044738,24046522,.,+,.,Bradi2g25837,0
Bd2,phytozome9_0,gene,24049169,24050864,.,+,.,Bradi2g25850,1
Bd2,phytozome9_0,gene,24060387,24072924,.,+,.,Bradi2g25857,0
Bd2,phytozome9_0,gene,24078750,24081563,.,+,.,Bradi2g25870,0
Bd2,phytozome9_0,gene,24108966,24109911,.,-,.,Bradi2g25880,0
Bd2,phytozome9_0,gene,24127609,24135275,.,+,.,Bradi2g25887,3
Bd2,phytozome9_0,gene,24165053,24165741,.,+,.,Bradi2g25900,1
Bd2,phytozome9_0,gene,24190010,24192156,.,+,.,Bradi2g25910,0
Bd2,phytozome9_0,gene,24190942,24198168,.,-,.,Bradi2g25920,0
Bd2,phytozome9_0,gene,24202977,24208043,.,-,.,Bradi2g25930,0
Bd2,phytozome9_0,gene,24208231,24210686,.,+,.,Bradi2g25940,0
Bd2,phytozome9_0,gene,24210224,24217079,.,-,.,Bradi2g25950,0
Bd2,phytozome9_0,gene,24217543,24218646,.,-,.,Bradi2g25960,0
