seqname,source,feature,start,end,score,strand,frame,attribute,motif
Bd2,phytozome9_0,gene,49291576,49297887,.,+,.,Bradi2g49180,1
Bd2,phytozome9_0,gene,49350778,49352381,.,+,.,Bradi2g49230,1
Bd2,phytozome9_0,gene,49371160,49372090,.,+,.,Bradi2g49250,1
Bd2,phytozome9_0,gene,49372392,49374613,.,-,.,Bradi2g49257,1
Bd2,phytozome9_0,gene,49375703,49376677,.,+,.,Bradi2g49270,1
Bd2,phytozome9_0,gene,49382673,49389358,.,-,.,Bradi2g49280,1
Bd2,phytozome9_0,gene,49466595,49469631,.,+,.,Bradi2g49350,2
Bd2,phytozome9_0,gene,49472290,49473671,.,-,.,Bradi2g49360,1
Bd2,phytozome9_0,gene,49494958,49498605,.,-,.,Bradi2g49387,1
Bd2,phytozome9_0,gene,49503369,49508932,.,-,.,Bradi2g49400,2
Bd2,phytozome9_0,gene,49523705,49527915,.,+,.,Bradi2g49420,2
Bd2,phytozome9_0,gene,49594757,49599861,.,-,.,Bradi2g49520,2
Bd2,phytozome9_0,gene,49605139,49609072,.,+,.,Bradi2g49540,2
Bd2,phytozome9_0,gene,49609200,49614623,.,-,.,Bradi2g49550,1
Bd2,phytozome9_0,gene,49618311,49620436,.,+,.,Bradi2g49560,1
Bd2,phytozome9_0,gene,49622616,49629999,.,+,.,Bradi2g49567,1
Bd2,phytozome9_0,gene,49631194,49632507,.,+,.,Bradi2g49580,1
Bd2,phytozome9_0,gene,49632703,49638684,.,-,.,Bradi2g49590,2
Bd2,phytozome9_0,gene,49642606,49650548,.,-,.,Bradi2g49600,2
Bd2,phytozome9_0,gene,49678868,49685867,.,+,.,Bradi2g49627,2
Bd2,phytozome9_0,gene,49686099,49692240,.,+,.,Bradi2g49640,1
Bd2,phytozome9_0,gene,49696910,49700438,.,+,.,Bradi2g49660,1
Bd2,phytozome9_0,gene,49718056,49720257,.,-,.,Bradi2g49680,2
Bd2,phytozome9_0,gene,49764524,49765604,.,-,.,Bradi2g49740,1
Bd2,phytozome9_0,gene,49803618,49805932,.,+,.,Bradi2g49781,1
Bd2,phytozome9_0,gene,49806289,49809892,.,-,.,Bradi2g49790,2
Bd2,phytozome9_0,gene,49826342,49828308,.,+,.,Bradi2g49795,1
Bd2,phytozome9_0,gene,49848286,49849128,.,+,.,Bradi2g49830,2
Bd2,phytozome9_0,gene,49852227,49854525,.,+,.,Bradi2g49840,1
Bd2,phytozome9_0,gene,49855152,49857656,.,+,.,Bradi2g49850,1
Bd2,phytozome9_0,gene,49898987,49902339,.,+,.,Bradi2g49900,1
Bd2,phytozome9_0,gene,49928646,49932824,.,-,.,Bradi2g49930,2
Bd2,phytozome9_0,gene,49935862,49938283,.,-,.,Bradi2g49940,1
Bd2,phytozome9_0,gene,49938992,49939477,.,+,.,Bradi2g49950,2
Bd2,phytozome9_0,gene,49944868,49945644,.,-,.,Bradi2g49960,1
Bd2,phytozome9_0,gene,49952195,49960595,.,+,.,Bradi2g49980,1
Bd2,phytozome9_0,gene,49987959,49991779,.,-,.,Bradi2g50030,2
Bd2,phytozome9_0,gene,50004604,50015077,.,+,.,Bradi2g50050,1
Bd2,phytozome9_0,gene,50017169,50022373,.,-,.,Bradi2g50060,3
Bd2,phytozome9_0,gene,50041192,50042914,.,-,.,Bradi2g50100,1
Bd2,phytozome9_0,gene,50047712,50052390,.,-,.,Bradi2g50120,2
Bd2,phytozome9_0,gene,50058780,50061761,.,+,.,Bradi2g50130,2
Bd2,phytozome9_0,gene,50075186,50081785,.,-,.,Bradi2g50140,2
Bd2,phytozome9_0,gene,50102872,50103618,.,-,.,Bradi2g50150,1
Bd2,phytozome9_0,gene,50107145,50109130,.,-,.,Bradi2g50160,3
Bd2,phytozome9_0,gene,50121844,50128661,.,-,.,Bradi2g50180,1
Bd2,phytozome9_0,gene,50137398,50140442,.,+,.,Bradi2g50190,2
Bd2,phytozome9_0,gene,50154718,50156292,.,-,.,Bradi2g50210,3
Bd2,phytozome9_0,gene,50160740,50163812,.,+,.,Bradi2g50220,3
Bd2,phytozome9_0,gene,50167921,50173568,.,-,.,Bradi2g50237,1
Bd2,phytozome9_0,gene,50180224,50184547,.,+,.,Bradi2g50250,1
Bd2,phytozome9_0,gene,50188378,50190900,.,+,.,Bradi2g50260,3
Bd2,phytozome9_0,gene,50206970,50209010,.,+,.,Bradi2g50280,1
Bd2,phytozome9_0,gene,50216317,50221032,.,+,.,Bradi2g50290,1
Bd2,phytozome9_0,gene,50221538,50225161,.,-,.,Bradi2g50300,2
Bd2,phytozome9_0,gene,50250363,50253571,.,-,.,Bradi2g50350,1
Bd2,phytozome9_0,gene,50266667,50267462,.,-,.,Bradi2g50360,1
Bd2,phytozome9_0,gene,50279933,50284893,.,-,.,Bradi2g50380,2
Bd2,phytozome9_0,gene,50287806,50293789,.,-,.,Bradi2g50390,1
Bd2,phytozome9_0,gene,50303066,50303876,.,-,.,Bradi2g50400,1
Bd2,phytozome9_0,gene,50319128,50321713,.,+,.,Bradi2g50410,1
Bd2,phytozome9_0,gene,50324632,50325471,.,+,.,Bradi2g50420,2
Bd2,phytozome9_0,gene,50351615,50354908,.,+,.,Bradi2g50460,2
Bd2,phytozome9_0,gene,50357914,50359263,.,-,.,Bradi2g50480,2
Bd2,phytozome9_0,gene,50361410,50363483,.,+,.,Bradi2g50490,1
Bd2,phytozome9_0,gene,50400754,50403066,.,-,.,Bradi2g50550,1
Bd2,phytozome9_0,gene,50413465,50416012,.,-,.,Bradi2g50570,1
Bd2,phytozome9_0,gene,50416579,50418842,.,-,.,Bradi2g50580,1
Bd2,phytozome9_0,gene,50434833,50435006,.,-,.,Bradi2g50600,2
Bd2,phytozome9_0,gene,50441298,50442709,.,-,.,Bradi2g50620,2
Bd2,phytozome9_0,gene,50460887,50461779,.,-,.,Bradi2g50640,2
Bd2,phytozome9_0,gene,50462873,50463583,.,-,.,Bradi2g50650,1
Bd2,phytozome9_0,gene,50467460,50468675,.,-,.,Bradi2g50660,1
Bd2,phytozome9_0,gene,50474003,50481180,.,+,.,Bradi2g50680,1
Bd2,phytozome9_0,gene,50486425,50487711,.,-,.,Bradi2g50687,1
Bd2,phytozome9_0,gene,50504023,50509754,.,+,.,Bradi2g50710,1
Bd2,phytozome9_0,gene,50519779,50523573,.,-,.,Bradi2g50760,1
Bd2,phytozome9_0,gene,50526824,50530148,.,+,.,Bradi2g50770,1
Bd2,phytozome9_0,gene,50530976,50531362,.,-,.,Bradi2g50780,1
Bd2,phytozome9_0,gene,50538092,50541678,.,-,.,Bradi2g50800,2
Bd2,phytozome9_0,gene,50544246,50549834,.,-,.,Bradi2g50810,2
Bd2,phytozome9_0,gene,50550910,50551381,.,+,.,Bradi2g50815,1
Bd2,phytozome9_0,gene,50553945,50558377,.,-,.,Bradi2g50820,3
Bd2,phytozome9_0,gene,50560743,50565567,.,+,.,Bradi2g50830,2
Bd2,phytozome9_0,gene,50625607,50627175,.,-,.,Bradi2g50940,2
Bd2,phytozome9_0,gene,50632898,50638710,.,+,.,Bradi2g50960,2
Bd2,phytozome9_0,gene,50650001,50654706,.,-,.,Bradi2g50967,1
Bd2,phytozome9_0,gene,50665749,50671764,.,-,.,Bradi2g50990,1
Bd2,phytozome9_0,gene,50675103,50679208,.,-,.,Bradi2g51000,1
Bd2,phytozome9_0,gene,50681619,50684911,.,+,.,Bradi2g51010,1
Bd2,phytozome9_0,gene,50685769,50695622,.,+,.,Bradi2g51017,1
Bd2,phytozome9_0,gene,50703620,50708573,.,+,.,Bradi2g51040,1
Bd2,phytozome9_0,gene,50720302,50722360,.,-,.,Bradi2g51060,1
Bd2,phytozome9_0,gene,50723123,50731709,.,+,.,Bradi2g51070,1
Bd2,phytozome9_0,gene,50747697,50749317,.,+,.,Bradi2g51100,1
Bd2,phytozome9_0,gene,50749770,50753030,.,+,.,Bradi2g51110,1
Bd2,phytozome9_0,gene,50775070,50781514,.,+,.,Bradi2g51130,3
Bd2,phytozome9_0,gene,50785806,50792283,.,+,.,Bradi2g51140,1
Bd2,phytozome9_0,gene,50798808,50804365,.,-,.,Bradi2g51160,4
Bd2,phytozome9_0,gene,50823137,50827106,.,-,.,Bradi2g51180,1
Bd2,phytozome9_0,gene,50829157,50830590,.,-,.,Bradi2g51190,1
Bd2,phytozome9_0,gene,50853475,50857052,.,-,.,Bradi2g51200,1
Bd2,phytozome9_0,gene,50866712,50870113,.,-,.,Bradi2g51230,2
Bd2,phytozome9_0,gene,50871300,50873231,.,+,.,Bradi2g51240,1
Bd2,phytozome9_0,gene,50877358,50898624,.,-,.,Bradi2g51255,1
Bd2,phytozome9_0,gene,50905389,50905979,.,-,.,Bradi2g51270,1
Bd2,phytozome9_0,gene,50912357,50916786,.,-,.,Bradi2g51280,1
Bd2,phytozome9_0,gene,50938215,50939034,.,-,.,Bradi2g51310,1
Bd2,phytozome9_0,gene,50939680,50942008,.,-,.,Bradi2g51320,1
Bd2,phytozome9_0,gene,51002682,51005800,.,+,.,Bradi2g51390,1
Bd2,phytozome9_0,gene,51007058,51010335,.,+,.,Bradi2g51400,1
Bd2,phytozome9_0,gene,51025179,51035151,.,+,.,Bradi2g51430,1
Bd2,phytozome9_0,gene,51044899,51050164,.,-,.,Bradi2g51450,1
Bd2,phytozome9_0,gene,51050758,51051663,.,+,.,Bradi2g51460,1
Bd2,phytozome9_0,gene,51065198,51076547,.,+,.,Bradi2g51467,1
Bd2,phytozome9_0,gene,51085144,51091268,.,-,.,Bradi2g51500,2
Bd2,phytozome9_0,gene,51096475,51100934,.,+,.,Bradi2g51510,2
Bd2,phytozome9_0,gene,51101201,51113821,.,-,.,Bradi2g51517,1
Bd2,phytozome9_0,gene,51119031,51123083,.,-,.,Bradi2g51530,1
Bd2,phytozome9_0,gene,51136071,51138733,.,-,.,Bradi2g51540,1
Bd2,phytozome9_0,gene,51146168,51149136,.,+,.,Bradi2g51560,1
Bd2,phytozome9_0,gene,51156802,51160882,.,-,.,Bradi2g51580,3
Bd2,phytozome9_0,gene,51167817,51169844,.,-,.,Bradi2g51586,1
Bd2,phytozome9_0,gene,51176620,51181465,.,-,.,Bradi2g51600,1
Bd2,phytozome9_0,gene,51212441,51219692,.,+,.,Bradi2g51637,1
Bd2,phytozome9_0,gene,51219863,51221280,.,+,.,Bradi2g51650,2
Bd2,phytozome9_0,gene,51245374,51249572,.,-,.,Bradi2g51670,4
Bd2,phytozome9_0,gene,51255888,51257082,.,+,.,Bradi2g51675,2
Bd2,phytozome9_0,gene,51259577,51262069,.,+,.,Bradi2g51680,3
Bd2,phytozome9_0,gene,51265809,51266390,.,-,.,Bradi2g51690,1
Bd2,phytozome9_0,gene,51317124,51319286,.,+,.,Bradi2g51720,2
Bd2,phytozome9_0,gene,51373238,51375861,.,-,.,Bradi2g51777,1
Bd2,phytozome9_0,gene,51378439,51381627,.,-,.,Bradi2g51790,1
Bd2,phytozome9_0,gene,51388817,51389636,.,+,.,Bradi2g51800,3
Bd2,phytozome9_0,gene,51410949,51414428,.,-,.,Bradi2g51836,2
Bd2,phytozome9_0,gene,51426785,51428871,.,+,.,Bradi2g51860,1
Bd2,phytozome9_0,gene,51430742,51435016,.,-,.,Bradi2g51870,1
Bd2,phytozome9_0,gene,51438283,51441044,.,-,.,Bradi2g51880,1
Bd2,phytozome9_0,gene,51441692,51446044,.,-,.,Bradi2g51890,5
Bd2,phytozome9_0,gene,51453865,51457733,.,+,.,Bradi2g51900,1
Bd2,phytozome9_0,gene,51456815,51458063,.,-,.,Bradi2g51910,1
Bd2,phytozome9_0,gene,51459404,51464153,.,+,.,Bradi2g51917,2
Bd2,phytozome9_0,gene,51469859,51473947,.,+,.,Bradi2g51940,1
Bd2,phytozome9_0,gene,51474967,51478421,.,+,.,Bradi2g51947,2
Bd2,phytozome9_0,gene,51484168,51489163,.,-,.,Bradi2g51967,3
Bd2,phytozome9_0,gene,51514423,51516455,.,-,.,Bradi2g51990,1
Bd2,phytozome9_0,gene,51560680,51563222,.,-,.,Bradi2g52040,1
Bd2,phytozome9_0,gene,51566453,51567487,.,-,.,Bradi2g52050,2
Bd2,phytozome9_0,gene,51569156,51572795,.,-,.,Bradi2g52060,1
Bd2,phytozome9_0,gene,51574111,51579910,.,-,.,Bradi2g52070,1
Bd2,phytozome9_0,gene,51586713,51588311,.,-,.,Bradi2g52077,1
Bd2,phytozome9_0,gene,51593048,51595095,.,-,.,Bradi2g52090,1
Bd2,phytozome9_0,gene,51603886,51604585,.,-,.,Bradi2g52100,2
Bd2,phytozome9_0,gene,51610707,51612557,.,+,.,Bradi2g52110,1
Bd2,phytozome9_0,gene,51614210,51615486,.,+,.,Bradi2g52120,1
Bd2,phytozome9_0,gene,51631112,51633102,.,+,.,Bradi2g52155,1
Bd2,phytozome9_0,gene,51641443,51643466,.,-,.,Bradi2g52170,1
Bd2,phytozome9_0,gene,51648046,51651753,.,-,.,Bradi2g52187,1
Bd2,phytozome9_0,gene,51659222,51661501,.,-,.,Bradi2g52210,2
Bd2,phytozome9_0,gene,51662885,51663796,.,+,.,Bradi2g52220,5
Bd2,phytozome9_0,gene,51665623,51668249,.,-,.,Bradi2g52227,1
Bd2,phytozome9_0,gene,51674347,51675683,.,+,.,Bradi2g52240,1
Bd2,phytozome9_0,gene,51691976,51697317,.,-,.,Bradi2g52270,1
Bd2,phytozome9_0,gene,51697880,51698392,.,-,.,Bradi2g52280,1
Bd2,phytozome9_0,gene,51699158,51699490,.,+,.,Bradi2g52290,1
Bd2,phytozome9_0,gene,51707006,51707634,.,-,.,Bradi2g52300,1
Bd2,phytozome9_0,gene,51729565,51730194,.,+,.,Bradi2g52340,1
Bd2,phytozome9_0,gene,51737054,51741771,.,-,.,Bradi2g52356,1
Bd2,phytozome9_0,gene,51742734,51747341,.,-,.,Bradi2g52362,2
Bd2,phytozome9_0,gene,51766250,51767401,.,+,.,Bradi2g52370,1
Bd2,phytozome9_0,gene,51806095,51806655,.,-,.,Bradi2g52410,2
Bd2,phytozome9_0,gene,51807292,51809546,.,-,.,Bradi2g52417,1
Bd2,phytozome9_0,gene,51809981,51811177,.,+,.,Bradi2g52430,1
Bd2,phytozome9_0,gene,51810037,51813651,.,-,.,Bradi2g52437,1
Bd2,phytozome9_0,gene,51845278,51846709,.,-,.,Bradi2g52480,2
Bd2,phytozome9_0,gene,51870059,51870864,.,+,.,Bradi2g52520,1
Bd2,phytozome9_0,gene,51883735,51889623,.,+,.,Bradi2g52540,1
Bd2,phytozome9_0,gene,51895398,51898386,.,-,.,Bradi2g52560,2
Bd2,phytozome9_0,gene,51911345,51912006,.,-,.,Bradi2g52565,2
Bd2,phytozome9_0,gene,51914581,51917786,.,-,.,Bradi2g52570,2
Bd2,phytozome9_0,gene,51929524,51932762,.,+,.,Bradi2g52600,1
Bd2,phytozome9_0,gene,51932881,51937378,.,+,.,Bradi2g52610,2
Bd2,phytozome9_0,gene,51937695,51938520,.,-,.,Bradi2g52620,2
Bd2,phytozome9_0,gene,51942855,51944403,.,+,.,Bradi2g52630,2
Bd2,phytozome9_0,gene,51946442,51948653,.,-,.,Bradi2g52640,2
Bd2,phytozome9_0,gene,51980589,51982239,.,+,.,Bradi2g52670,1
Bd2,phytozome9_0,gene,52013075,52014607,.,+,.,Bradi2g52700,3
Bd2,phytozome9_0,gene,52021348,52022622,.,+,.,Bradi2g52730,1
Bd2,phytozome9_0,gene,52048184,52050621,.,-,.,Bradi2g52777,2
Bd2,phytozome9_0,gene,52088511,52089375,.,+,.,Bradi2g52820,1
Bd2,phytozome9_0,gene,52116507,52122329,.,-,.,Bradi2g52860,1
Bd2,phytozome9_0,gene,52161395,52165724,.,+,.,Bradi2g52890,1
Bd2,phytozome9_0,gene,52197662,52204368,.,-,.,Bradi2g52970,1
Bd2,phytozome9_0,gene,52214479,52215342,.,+,.,Bradi2g52987,1
Bd2,phytozome9_0,gene,52243055,52246938,.,+,.,Bradi2g53010,2
Bd2,phytozome9_0,gene,52278885,52280389,.,-,.,Bradi2g53050,2
Bd2,phytozome9_0,gene,52281872,52285991,.,-,.,Bradi2g53060,1
Bd2,phytozome9_0,gene,52290848,52293688,.,+,.,Bradi2g53070,1
Bd2,phytozome9_0,gene,52300832,52306585,.,+,.,Bradi2g53077,1
Bd2,phytozome9_0,gene,52308229,52311527,.,-,.,Bradi2g53090,1
Bd2,phytozome9_0,gene,52314410,52320164,.,+,.,Bradi2g53100,1
Bd2,phytozome9_0,gene,52322483,52325922,.,+,.,Bradi2g53107,1
Bd2,phytozome9_0,gene,52327265,52329246,.,+,.,Bradi2g53120,1
Bd2,phytozome9_0,gene,52346883,52349467,.,-,.,Bradi2g53160,2
Bd2,phytozome9_0,gene,52353475,52357792,.,-,.,Bradi2g53180,2
Bd2,phytozome9_0,gene,52364405,52365280,.,-,.,Bradi2g53190,1
Bd2,phytozome9_0,gene,52387257,52390250,.,+,.,Bradi2g53220,1
Bd2,phytozome9_0,gene,52406772,52408442,.,-,.,Bradi2g53260,2
Bd2,phytozome9_0,gene,52413229,52430429,.,-,.,Bradi2g53267,3
Bd2,phytozome9_0,gene,52436892,52441828,.,+,.,Bradi2g53277,2
Bd2,phytozome9_0,gene,52455478,52458486,.,-,.,Bradi2g53310,1
Bd2,phytozome9_0,gene,52481742,52486340,.,-,.,Bradi2g53347,2
Bd2,phytozome9_0,gene,52522362,52525164,.,+,.,Bradi2g53390,1
Bd2,phytozome9_0,gene,52525260,52534569,.,-,.,Bradi2g53400,2
Bd2,phytozome9_0,gene,52542778,52543896,.,+,.,Bradi2g53410,2
Bd2,phytozome9_0,gene,52561338,52565375,.,+,.,Bradi2g53440,1
Bd2,phytozome9_0,gene,52567117,52569109,.,+,.,Bradi2g53450,1
Bd2,phytozome9_0,gene,52571894,52582074,.,-,.,Bradi2g53460,3
Bd2,phytozome9_0,gene,52628591,52629373,.,+,.,Bradi2g53490,2
Bd2,phytozome9_0,gene,52632487,52636282,.,+,.,Bradi2g53495,1
Bd2,phytozome9_0,gene,52646076,52649410,.,+,.,Bradi2g53500,2
Bd2,phytozome9_0,gene,52664751,52666466,.,+,.,Bradi2g53520,1
Bd2,phytozome9_0,gene,52681787,52685549,.,-,.,Bradi2g53540,1
Bd2,phytozome9_0,gene,52720342,52721358,.,-,.,Bradi2g53570,1
Bd2,phytozome9_0,gene,52750892,52751999,.,+,.,Bradi2g53620,2
Bd2,phytozome9_0,gene,52752196,52753503,.,-,.,Bradi2g53630,1
Bd2,phytozome9_0,gene,52755175,52755585,.,+,.,Bradi2g53640,3
Bd2,phytozome9_0,gene,52758949,52761342,.,-,.,Bradi2g53650,2
Bd2,phytozome9_0,gene,52804926,52806419,.,+,.,Bradi2g53690,1
Bd2,phytozome9_0,gene,52816358,52818533,.,-,.,Bradi2g53700,2
Bd2,phytozome9_0,gene,52825320,52825643,.,-,.,Bradi2g53710,3
Bd2,phytozome9_0,gene,52865089,52865903,.,-,.,Bradi2g53770,2
Bd2,phytozome9_0,gene,52871321,52876875,.,-,.,Bradi2g53780,1
Bd2,phytozome9_0,gene,52877721,52882159,.,-,.,Bradi2g53790,3
Bd2,phytozome9_0,gene,52885783,52888122,.,+,.,Bradi2g53800,1
Bd2,phytozome9_0,gene,52888767,52889950,.,-,.,Bradi2g53810,1
Bd2,phytozome9_0,gene,52890894,52893109,.,+,.,Bradi2g53820,4
Bd2,phytozome9_0,gene,52894815,52896386,.,-,.,Bradi2g53830,1
Bd2,phytozome9_0,gene,52902469,52904059,.,+,.,Bradi2g53850,1
Bd2,phytozome9_0,gene,52904627,52908504,.,+,.,Bradi2g53860,3
Bd2,phytozome9_0,gene,52913309,52918692,.,+,.,Bradi2g53870,1
Bd2,phytozome9_0,gene,52937620,52939592,.,-,.,Bradi2g53900,1
Bd2,phytozome9_0,gene,52944779,52945958,.,+,.,Bradi2g53910,1
Bd2,phytozome9_0,gene,52960015,52963626,.,-,.,Bradi2g53950,1
Bd2,phytozome9_0,gene,52964590,52968485,.,-,.,Bradi2g53960,2
Bd2,phytozome9_0,gene,52974417,52976109,.,-,.,Bradi2g53980,1
Bd2,phytozome9_0,gene,53005009,53005560,.,-,.,Bradi2g54020,1
Bd2,phytozome9_0,gene,53011440,53012126,.,-,.,Bradi2g54030,1
Bd2,phytozome9_0,gene,53056206,53059695,.,+,.,Bradi2g54090,1
Bd2,phytozome9_0,gene,53077425,53079587,.,+,.,Bradi2g54110,2
Bd2,phytozome9_0,gene,53079685,53083382,.,-,.,Bradi2g54120,1
Bd2,phytozome9_0,gene,53086493,53088112,.,+,.,Bradi2g54127,1
Bd2,phytozome9_0,gene,53088635,53089381,.,+,.,Bradi2g54140,1
Bd2,phytozome9_0,gene,53089772,53093353,.,-,.,Bradi2g54150,1
Bd2,phytozome9_0,gene,53175067,53191087,.,-,.,Bradi2g54230,2
Bd2,phytozome9_0,gene,53220213,53221346,.,-,.,Bradi2g54260,1
Bd2,phytozome9_0,gene,53241432,53242671,.,+,.,Bradi2g54280,1
Bd2,phytozome9_0,gene,53286380,53288965,.,+,.,Bradi2g54300,1
Bd2,phytozome9_0,gene,53296036,53297731,.,-,.,Bradi2g54320,1
Bd2,phytozome9_0,gene,53302658,53303746,.,+,.,Bradi2g54330,1
Bd2,phytozome9_0,gene,53307176,53310834,.,-,.,Bradi2g54340,1
Bd2,phytozome9_0,gene,53316824,53319897,.,-,.,Bradi2g54360,1
Bd2,phytozome9_0,gene,53325080,53328543,.,+,.,Bradi2g54380,1
Bd2,phytozome9_0,gene,53330915,53335822,.,+,.,Bradi2g54390,1
Bd2,phytozome9_0,gene,53363572,53364133,.,-,.,Bradi2g54430,3
Bd2,phytozome9_0,gene,53372009,53374328,.,+,.,Bradi2g54450,2
Bd2,phytozome9_0,gene,53393821,53396982,.,-,.,Bradi2g54490,1
Bd2,phytozome9_0,gene,53402781,53403464,.,+,.,Bradi2g54500,1
Bd2,phytozome9_0,gene,53404456,53407626,.,-,.,Bradi2g54510,1
Bd2,phytozome9_0,gene,53409890,53412778,.,+,.,Bradi2g54520,1
Bd2,phytozome9_0,gene,53430520,53431642,.,-,.,Bradi2g54560,1
Bd2,phytozome9_0,gene,53439578,53441384,.,-,.,Bradi2g54580,2
Bd2,phytozome9_0,gene,53482724,53484209,.,-,.,Bradi2g54620,2
Bd2,phytozome9_0,gene,53524201,53527247,.,-,.,Bradi2g54680,1
Bd2,phytozome9_0,gene,53560060,53560640,.,+,.,Bradi2g54730,1
Bd2,phytozome9_0,gene,53569609,53569812,.,+,.,Bradi2g54750,4
Bd2,phytozome9_0,gene,53572261,53574238,.,+,.,Bradi2g54760,2
Bd2,phytozome9_0,gene,53574453,53579426,.,-,.,Bradi2g54770,1
Bd2,phytozome9_0,gene,53591583,53593628,.,+,.,Bradi2g54787,1
Bd2,phytozome9_0,gene,53598415,53600040,.,-,.,Bradi2g54800,1
Bd2,phytozome9_0,gene,53612924,53614870,.,+,.,Bradi2g54810,1
Bd2,phytozome9_0,gene,53636883,53644808,.,+,.,Bradi2g54830,1
Bd2,phytozome9_0,gene,53677607,53679651,.,-,.,Bradi2g54880,3
Bd2,phytozome9_0,gene,53682879,53686567,.,+,.,Bradi2g54890,2
Bd2,phytozome9_0,gene,53686875,53688957,.,+,.,Bradi2g54900,3
Bd2,phytozome9_0,gene,53739725,53740439,.,-,.,Bradi2g54970,1
Bd2,phytozome9_0,gene,53751990,53752984,.,-,.,Bradi2g55000,1
Bd2,phytozome9_0,gene,53780642,53783398,.,-,.,Bradi2g55030,1
Bd2,phytozome9_0,gene,53790573,53792243,.,-,.,Bradi2g55040,1
Bd2,phytozome9_0,gene,53799574,53802405,.,+,.,Bradi2g55050,2
Bd2,phytozome9_0,gene,53803823,53806193,.,+,.,Bradi2g55060,1
Bd2,phytozome9_0,gene,53817575,53821406,.,-,.,Bradi2g55100,1
Bd2,phytozome9_0,gene,53824678,53825698,.,+,.,Bradi2g55110,1
Bd2,phytozome9_0,gene,53835127,53838017,.,-,.,Bradi2g55126,1
Bd2,phytozome9_0,gene,53843125,53843487,.,+,.,Bradi2g55140,1
Bd2,phytozome9_0,gene,53845426,53848819,.,+,.,Bradi2g55150,1
Bd2,phytozome9_0,gene,53850939,53853152,.,-,.,Bradi2g55160,1
Bd2,phytozome9_0,gene,53858440,53864057,.,-,.,Bradi2g55170,1
Bd2,phytozome9_0,gene,53867593,53870928,.,-,.,Bradi2g55180,1
Bd2,phytozome9_0,gene,53874500,53881470,.,+,.,Bradi2g55190,1
Bd2,phytozome9_0,gene,53879990,53881470,.,-,.,Bradi2g55200,2
Bd2,phytozome9_0,gene,53887436,53891240,.,+,.,Bradi2g55210,2
Bd2,phytozome9_0,gene,53899590,53900631,.,-,.,Bradi2g55217,1
Bd2,phytozome9_0,gene,53904697,53906640,.,+,.,Bradi2g55230,1
Bd2,phytozome9_0,gene,53908054,53909460,.,+,.,Bradi2g55240,1
Bd2,phytozome9_0,gene,53931151,53932173,.,-,.,Bradi2g55270,2
Bd2,phytozome9_0,gene,53937795,53939638,.,+,.,Bradi2g55280,2
Bd2,phytozome9_0,gene,53959434,53961011,.,+,.,Bradi2g55297,1
Bd2,phytozome9_0,gene,53971815,53973650,.,-,.,Bradi2g55310,3
Bd2,phytozome9_0,gene,54021524,54028741,.,-,.,Bradi2g55350,1
Bd2,phytozome9_0,gene,54033709,54034550,.,+,.,Bradi2g55360,1
Bd2,phytozome9_0,gene,54036354,54037319,.,-,.,Bradi2g55370,4
Bd2,phytozome9_0,gene,54039001,54040921,.,+,.,Bradi2g55380,1
Bd2,phytozome9_0,gene,54059371,54063727,.,-,.,Bradi2g55417,2
Bd2,phytozome9_0,gene,54063957,54069519,.,-,.,Bradi2g55430,2
Bd2,phytozome9_0,gene,54074932,54080050,.,+,.,Bradi2g55440,2
Bd2,phytozome9_0,gene,54140168,54141707,.,+,.,Bradi2g55530,1
Bd2,phytozome9_0,gene,54149911,54152325,.,-,.,Bradi2g55540,1
Bd2,phytozome9_0,gene,54161519,54163078,.,+,.,Bradi2g55550,1
Bd2,phytozome9_0,gene,54166868,54169716,.,+,.,Bradi2g55560,1
Bd2,phytozome9_0,gene,54196219,54197186,.,-,.,Bradi2g55620,1
Bd2,phytozome9_0,gene,54200503,54201863,.,+,.,Bradi2g55630,1
Bd2,phytozome9_0,gene,54202740,54207541,.,+,.,Bradi2g55640,1
Bd2,phytozome9_0,gene,54209055,54210566,.,+,.,Bradi2g55650,1
Bd2,phytozome9_0,gene,54211875,54216473,.,+,.,Bradi2g55660,1
Bd2,phytozome9_0,gene,54225143,54225598,.,+,.,Bradi2g55680,1
Bd2,phytozome9_0,gene,54231012,54235389,.,+,.,Bradi2g55690,1
Bd2,phytozome9_0,gene,54237860,54238688,.,-,.,Bradi2g55697,1
Bd2,phytozome9_0,gene,54241694,54242056,.,-,.,Bradi2g55710,1
Bd2,phytozome9_0,gene,54248091,54251974,.,+,.,Bradi2g55720,1
Bd2,phytozome9_0,gene,54253289,54255149,.,-,.,Bradi2g55730,1
Bd2,phytozome9_0,gene,54261928,54263565,.,+,.,Bradi2g55750,1
Bd2,phytozome9_0,gene,54262644,54267521,.,-,.,Bradi2g55760,1
Bd2,phytozome9_0,gene,54268813,54269807,.,+,.,Bradi2g55770,1
Bd2,phytozome9_0,gene,54278024,54279499,.,+,.,Bradi2g55780,1
Bd2,phytozome9_0,gene,54282060,54284742,.,+,.,Bradi2g55790,1
Bd2,phytozome9_0,gene,54287822,54288609,.,+,.,Bradi2g55797,1
Bd2,phytozome9_0,gene,54289741,54292913,.,-,.,Bradi2g55807,1
Bd2,phytozome9_0,gene,54294672,54295049,.,+,.,Bradi2g55820,1
Bd2,phytozome9_0,gene,54340414,54343142,.,-,.,Bradi2g55850,2
